review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category
2334,Womens-heels,Reyes-r,24/03/2025,5 star rating,Too Big,Not specified,Verified Buyer,Recommend this!,Comfy and stylish! Love it so much and need it in other colors too.,67.0,Woman's
2335,Womens-heels,Reyes-r,08/04/2025,5 star rating,Too Big,Not specified,Verified Buyer,Best shoe ever,Best shoe ever,14.0,Woman's
2336,Womens-heels,Reyes-r,09/02/2025,5 star rating,Too Big,Not specified,Verified Buyer,"Great purchase, I’ve worn them","Great purchase, I’ve worn them twice and o received compliments both times! Great color, perfect fit, and awesome quality.",122.0,Woman's
2337,Womens-heels,Reyes-r,23/02/2025,5 star rating,Not specified,Not specified,Verified Buyer,Sleek. Sexy.,Love these. They are super comfortable. May be able to go down . 5 size due to straps being looser.,99.0,Woman's
2338,Womens-heels,Reyes-r,20/02/2025,5 star rating,Too Big,Not specified,Verified Buyer,"Amazing 🤩, comfortable","Amazing 🤩, comfortable",22.0,Woman's
2339,Womens-heels,Reyes-r,04/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Sexy red,"Wow!!! Super comfy, super sexy!!! Also, not too high of an heel… I wore them to church and was on my feet most of the time. They weren’t a bother. I would definitely recommend them to others. 
Ladies… if you’re looking for a sexy red hot heel this is your heel!!!",263.0,Woman's
2340,Womens-heels,Reyes-r,18/02/2025,1 star rating,Too Small,Not specified,Verified Buyer,Very narrow. Couldn’t get my,Very narrow. Couldn’t get my foot in,36.0,Woman's
2341,Womens-heels,Reyes-r,19/02/2025,5 star rating,Too Big,Not specified,Verified Buyer,She loved the shoes.,She loved the shoes.,20.0,Woman's
2342,Womens-heels,Reyes-r,08/02/2025,5 star rating,True to size,Not specified,Verified Buyer,So comfy,Sleek and comfy love them !!,28.0,Woman's
2343,Womens-heels,Reyes-r,22/01/2025,5 star rating,True to size,Not specified,Verified Buyer,They look lovely and fit,They look lovely and fit perfect,32.0,Woman's
2344,Womens-heels,Reyes-r,15/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Gorgeous,Gorgeous,8.0,Woman's
2345,Womens-heels,Liana,28/03/2025,4 star rating,True to size,Not specified,Verified Buyer,Nice Design Nice Shoe,"Great shoe design, nice nice size, comfortable fit. 
The buckles were a little loose but you are able to tighten them up. 
Good choice.",135.0,Woman's
2346,Womens-heels,Liana,18/04/2025,5 star rating,Too Big,Not specified,Verified Buyer,"""Absolutely adorable, timeless, and incredibly","""Absolutely adorable, timeless, and incredibly comfortable! Haven't worn them yet - can't wait!",95.0,Woman's
2347,Womens-heels,Liana,02/03/2025,5 star rating,True to size,Not specified,Verified Buyer,"Cute, but shows your toes","Very pretty, it does bother me a little I can see my toes with them on. But it really is just the style of the shoes and my toes aren’t pretty lol",146.0,Woman's
2348,Womens-heels,Liana,15/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Gorgeous.,I love love love this shoe. I do not regret purchasing it. I do wish there was an option with a higher heel though!,115.0,Woman's
2349,Womens-heels,Liana,15/02/2025,5 star rating,True to size,Not specified,Verified Buyer,yes,obsessed. got so many compliments.,34.0,Woman's
2350,Womens-heels,Liana,03/02/2025,5 star rating,True to size,Not specified,Verified Buyer,the cutest & comfy,"They got me so many compliments, love them!",43.0,Woman's
2351,Womens-heels,Liana,08/01/2025,5 star rating,True to size,Not specified,Verified Buyer,Love!,These shoes are adorable! No complaints here at all!,52.0,Woman's
2352,Womens-heels,Liana,11/12/2024,5 star rating,Too Big,Not specified,Verified Buyer,LOVE,I typically can wear anything with a he’ll strap or pump but it has just enough support with the front straps that they actually stay on! Beyond stylish and amazing rich color!,176.0,Woman's
2353,Womens-heels,Liana,14/11/2024,2 star rating,True to size,Not specified,Verified Buyer,I wanted to love these shoes,"I loved taking out the shoes from the box, they were exactly what I was looking for, until I tried them on… I could not walk in them! The shoe does not hold your foot, my heel would come back down and fall out of the shoe. I was very sad to have to return them.",261.0,Woman's
2354,Womens-heels,Liana,31/10/2024,5 star rating,True to size,Not specified,Verified Buyer,So cute!,These shoes are true to size. I wear a size 7. The straps are adjustable and the heel isn't too high. They are perfect for a bit of flair in a typical office environment. Lots of compliments! The color is on trend for this season too! Well made and a good choice.,263.0,Woman's
2355,Womens-heels,Liana,18/12/2024,3 star rating,True to size,Not specified,Verified Buyer,Uncertain,Love the shoe color and style but they are not very comfortable,63.0,Woman's
2356,Womens-heels,Liana,21/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Very classy and sassy shoe.,Very classy and sassy shoe.,27.0,Woman's
2357,Womens-heels,Liana,10/12/2024,5 star rating,Too Big,Not specified,Verified Buyer,loved everything about them !!!,loved everything about them !!!,31.0,Woman's
2358,Womens-heels,Liana,30/10/2024,3 star rating,Not specified,Not specified,Verified Buyer,Had scuff on shoe,I’m going to exchange them for a new pair because there was a scuff on the top.,79.0,Woman's
2359,Womens-heels,Liana,05/09/2024,4 star rating,Small,Not specified,Verified Buyer,Size down,"Super cute, I love them and how simple they are, you can dress them up or dress them down with a pair of jeans and still look like you got it put together, only down side is it took me three tries to get a pair that fit a way they should. I’m a size 7 but I had to go down to a 6 which is fine but it’s",302.0,Woman's
2360,Womens-heels,Liana,09/09/2024,5 star rating,Too Big,Not specified,Verified Buyer,Elegant and cute,So cute! Haven’t worn them for hours at a time yet so not sure how comfortable they will be. Love the kitten heal.,114.0,Woman's
2361,Womens-heels,Liana,14/09/2024,5 star rating,True to size,Not specified,Verified Buyer,Obsessed,These look so good on and are so comfortable. They go with everythingggggg,74.0,Woman's
2362,Womens-heels,Liana,25/09/2024,4 star rating,True to size,Not specified,Verified Buyer,Perfect color,Perfect color,13.0,Woman's
2363,Womens-heels,Liana,18/10/2024,5 star rating,Small,Not specified,Verified Buyer,Beautiful color and quality,This shoe is beautiful for the burgundy rage! It’s very comfortable on my slim feet. I usually wear a 9 1/2 narrow but sized up to a 10 and it’s perfect.,153.0,Woman's
2364,Womens-heels,Liana,11/09/2024,3 star rating,True to size,Not specified,Verified Buyer,Shoe is okay,Not very comfortable,20.0,Woman's
2365,Womens-heels,Liana,02/08/2024,1 star rating,Too Big,Not specified,Unverified,"cute in theory, awful in practice","scuffed immediately, difficult to keep on feet. wore for three blocks and couldn't wear anymore. not the right sizing either.",125.0,Woman's
2366,Womens-heels,Liana,17/07/2024,4 star rating,Big,Not specified,Verified Buyer,Slightly uncomfy but super cute,Slightly uncomfy but super cute and will work for what they are,63.0,Woman's
2367,Womens-heels,Liana,30/06/2024,5 star rating,True to size,Not specified,Verified Buyer,Amazing and comfotable shoes,Amazing and comfotable shoes,28.0,Woman's
2368,Womens-heels,Liana,16/07/2024,5 star rating,True to size,Not specified,Verified Buyer,So pretty,So pretty,9.0,Woman's
2369,Womens-heels,Liana,11/06/2024,3 star rating,Too Big,Not specified,Verified Buyer,Heel support not the best,Heel support not the best,25.0,Woman's
2370,Womens-heels,Liana,16/06/2024,5 star rating,True to size,Not specified,Verified Buyer,Great!,Great!,6.0,Woman's
2371,Womens-heels,Liana,15/05/2024,5 star rating,True to size,Not specified,Verified Buyer,Are the most comfortable shoes,Are the most comfortable shoes I've wear,40.0,Woman's
2372,Womens-heels,Liana,14/05/2024,5 star rating,True to size,Not specified,Verified Buyer,I bought Liana as a,I bought Liana as a gift for a friend. They looked super stylish in the box and I might have to order some in my size.,118.0,Woman's
2373,Womens-heels,Liana,11/05/2024,5 star rating,True to size,Not specified,Verified Buyer,It’s super cute and stylish,It’s super cute and stylish ❤️❤️,32.0,Woman's
2374,Womens-heels,Liana,01/05/2024,5 star rating,True to size,Not specified,Verified Buyer,Lover of shoes,"They look great.
I hope I can wear them often.
They are comfortable voo.",72.0,Woman's
2375,Womens-heels,Liana,24/04/2024,3 star rating,Not specified,Not specified,Verified Buyer,Sooo cute but I found,Sooo cute but I found them really uncomfortable unfortunately,61.0,Woman's
2376,Womens-heels,Liana,12/04/2024,5 star rating,True to size,Not specified,Verified Buyer,Liana wine patent,"Very nice, classy, i love it!",29.0,Woman's
2377,Womens-heels,Liana,12/04/2024,5 star rating,True to size,Not specified,Verified Buyer,This shoe is incredibly comfortable,"This shoe is incredibly comfortable and so stylish!
Beautiful color and so worth it. You won’t be disappointed!",111.0,Woman's
2378,Womens-heels,Liana,07/04/2024,3 star rating,True to size,Not specified,Verified Buyer,Good for occasional wear,Floppy on your foot. Fit is similar to a flip flop. Style is very nice. I love the triple straps with the buckles. The patent leather is super nice. Was looking for an impressive work shoe to wear regularly and this was not it.,227.0,Woman's
2379,Womens-heels,Liana,16/03/2024,5 star rating,True to size,Not specified,Verified Buyer,amazing dupe,great miu miu dupe. 10/10 recommend.,36.0,Woman's
2380,Womens-heels,Liana,15/03/2024,5 star rating,Small,Not specified,Verified Buyer,Perfect pop of red,"Gorgeous silhouette, and a much more affordable version of the Miu Miu heels. Ankles are a bit wobbly, but the sling back is adjustable. The red isn’t too bright either! Steve Madden runs small- size up for a perfect fit.",221.0,Woman's
2381,Womens-heels,Liana,15/03/2024,5 star rating,True to size,Not specified,Verified Buyer,Awesome heels,"Love the color and style of these kitten heels , they are comfortable and look great",84.0,Woman's
2382,Womens-heels,Liana,14/03/2024,4 star rating,True to size,Not specified,Verified Buyer,Gorgeous color,"Comfortable, right height, and the color is the perfect red. BUT, the straps are funky and no matter how much I adjust them, they still stick out. They don’t lay flat against the shoe.",184.0,Woman's
2383,Womens-heels,Liana,12/03/2024,5 star rating,True to size,Not specified,Verified Buyer,Very cute and comfortable. Wore,Very cute and comfortable. Wore them out to dinner and had no discomfort.,73.0,Woman's
2384,Womens-heels,Liana,11/03/2024,5 star rating,True to size,Not specified,Verified Buyer,"Love the color, style!","Love the color, style!",22.0,Woman's
2385,Womens-heels,Liana,02/03/2024,3 star rating,Not specified,Not specified,Verified Buyer,Fit is wrong!,"Disappointed, the styling is so cute but during my first time wearing I realized my heel was half way off the shoe, the shoe slips to the side for some weird reason. Never had that happen! I would readjust and as soon as I started walking the shoes would be twisted again and my heel is hanging off the",302.0,Woman's
2386,Womens-heels,Liana,09/02/2024,3 star rating,True to size,Not specified,Verified Buyer,Adorable!,"Very close the real things, but the sole of the shoes doesnt stay aligned with the heel of my foot. The shoe is constantly swiveling someone difficult to walk in them",166.0,Woman's
2387,Womens-heels,Wiley,08/06/2025,5 star rating,True to size,"Value, Stylish",Verified Buyer,Sexy,"These shoes are beautiful. I love the sliding ankle straps, make them easy to fasten rather than contorting my arms, I can be cute while fastening and slide them around and go on my way quickly! I love them-the color matches perfectly with my Kurt Geiger clutch!! That shade of gold was tough to match-but",305.0,Woman's
2388,Womens-heels,Wiley,04/06/2025,4 star rating,Not specified,Not specified,Verified Reviewer,Cute,"Love these shoes, will give 4 stars only because the color around the closure is peeling off, it started to peel off the second time I ever put them on. I needed to apply some nonslip pads on the outside for more stability on shiny floors. Overall they are worth it, they make any outfit look good",297.0,Woman's
2389,Womens-heels,Wiley,01/06/2025,3 star rating,True to size,"Comfortable, Stylish",Verified Reviewer,Comfortable so far but unsure of the quality,"I got the shoes yesterday and wore them for about two hours today just walking in my house to break in the shoes I was walking on wood flooring carpet and a stone flooring. Pros, the shoes feel comfortable, the padding is really nice and the silver that I purchased them in looked prefect at first. In",301.0,Woman's
2390,Womens-heels,Wiley,05/05/2025,5 star rating,True to size,Not specified,Verified Buyer,Sexy and comfortable!,Sexy Sexy Sexy! These heels are comfortable and the color is a classy dark burgundy that gives any outfit a nice touch of color. My size 5 fit my small feet perfectly LOVE,171.0,Woman's
2391,Womens-heels,Wiley,21/06/2025,5 star rating,Not specified,36-45,Verified Buyer,Perfect to me very comfortable,Perfect to me very comfortable,30.0,Woman's
2392,Womens-heels,Wiley,11/04/2025,5 star rating,True to size,Not specified,Verified Buyer,GREAT Date night heel!!!,"Super sexy. A little tall, so I wouldn't want to walk all night in them. . . but for date night, or a a formal wedding they are A-MAZING!!!!",140.0,Woman's
2393,Womens-heels,Wiley,21/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Perfect,These are so cute not good for walking distance,47.0,Woman's
2394,Womens-heels,Wiley,08/04/2025,5 star rating,True to size,Not specified,Unverified,Sexy,She didn't wanna take em off lol,32.0,Woman's
2395,Womens-heels,Wiley,25/03/2025,5 star rating,Big,Not specified,Verified Buyer,Confortable cute and showstoppers recommend,Confortable cute and showstoppers recommend sizing half sz down,63.0,Woman's
2396,Womens-heels,Wiley,08/03/2025,5 star rating,True to size,Not specified,Unverified,This is your sign to buy the shoe!,I Love this shoe! It’s true to size and surprisingly comfortable! You don’t compromise looks for comfort. I will definitely be buying it in more colors!,152.0,Woman's
2397,Womens-heels,Wiley,22/01/2025,5 star rating,True to size,Not specified,Verified Reviewer,amazing,i love this pair of heels i have in two diferent colors,55.0,Woman's
2398,Womens-heels,Wiley,15/01/2025,5 star rating,Too Big,Not specified,Verified Buyer,"Sexy, stylish and comfortable!!","Sexy, stylish and comfortable!!",31.0,Woman's
2399,Womens-heels,Wiley,06/01/2025,5 star rating,Too Big,Not specified,Verified Buyer,These shoes are so cute,These shoes are so cute and comfy,33.0,Woman's
2400,Womens-heels,Wiley,23/11/2024,4 star rating,True to size,Not specified,Verified Buyer,Beautiful shoe,The shoe is absolutely gorgeous! But it was just a little too tall for me. I wish it came in a slightly shorter version.,120.0,Woman's
2401,Womens-heels,Wiley,17/12/2024,5 star rating,Too Big,Not specified,Verified Buyer,Sexy and comfortable! Eye catching,Sexy and comfortable! Eye catching color!,41.0,Woman's
2402,Womens-heels,Wiley,17/12/2024,5 star rating,Too Big,Not specified,Verified Buyer,Sexy with my white dress!,Sexy with my white dress!,25.0,Woman's
2403,Womens-heels,Cheyla,13/06/2025,3 star rating,Too Small,Stylish,Verified Buyer,RUNS SMALL!!,"These are so pretty but the fabric by the toes is SOOO TIGHT! I do not have wide feet and I couldn’t even get my toes in these. Definitely size up by at least 1/2, of not a full size.",183.0,Woman's
2404,Womens-heels,Cheyla,12/06/2025,2 star rating,Too Small,Stylish,Verified Buyer,Too narrow,"The shoes are beautiful but run small, I had to go up a full size and even still they were way too narrow to wear comfortably.",126.0,Woman's
2405,Womens-heels,Cheyla,20/05/2025,5 star rating,True to size,Stylish,Unverified,Beautiful shoes,These shoes are absolutely beautiful. I’m usually a 7. 5 in most Steve Madden shoes and these fit perfectly.,108.0,Woman's
2406,Womens-heels,Cheyla,07/06/2025,4 star rating,Not specified,Not specified,Verified Reviewer,Tight across toes,"Gorgeous! Size up, the toe strap is very tight. Usually a 6. 5, had to get a 7, and I still want to try a 7. 5 just to make sure.",129.0,Woman's
2407,Womens-heels,Cheyla,24/05/2025,1 star rating,Too Small,Stylish,Verified Buyer,Strap too small,Strap around ankle too small.,29.0,Woman's
2408,Womens-heels,Cheyla,24/05/2025,5 star rating,True to size,Quality,Verified Buyer,Great shoes!!!,Great shoes!!!,14.0,Woman's
2409,Womens-heels,Allure,09/06/2025,5 star rating,Too Big,Stylish,Unverified,Runs big,This shoes runs extremely large,31.0,Woman's
2410,Womens-heels,Allure,22/05/2025,5 star rating,True to size,Quality,Verified Buyer,Red,Nice,4.0,Woman's
2411,Womens-heels,Carrson,16/08/2024,5 star rating,True to size,Not specified,Verified Buyer,Necessary Staple in your closet!!!,Necessary Staple in your closet!!!,34.0,Woman's
2412,Womens-heels,Carrson,09/07/2024,5 star rating,True to size,Not specified,Verified Buyer,Love,I love this brand I've bought numerous things over the years. ICON!!,68.0,Woman's
2413,Womens-heels,Carrson,25/07/2024,3 star rating,True to size,Not specified,Unverified,Stylish. Uncomfortable.,"Amazing style. 
Soooooo uncomfortable. After about an hour, my fiancé was helping me walk",89.0,Woman's
2414,Womens-heels,Carrson,10/09/2021,1 star rating,Not specified,Not specified,Verified Buyer,Color Not Even Close,"The color they came is not even close to the color they show online. Couldn’t wear them and as I don’t live in the US, I can’t return them. Very disappointed.",158.0,Woman's
2415,Womens-heels,Carrson,16/08/2024,5 star rating,True to size,Not specified,Verified Buyer,"My GO-TO! Love these Shoes,","My GO-TO! Love these Shoes, I can wear with everything!",55.0,Woman's
2416,Womens-heels,Carrson,12/02/2024,5 star rating,True to size,Not specified,Verified Buyer,Super cute and sexy,Super cute and sexy,19.0,Woman's
2417,Womens-heels,Carrson,08/07/2023,3 star rating,Too Small,Not specified,Verified Buyer,So cute/sexy but uncomfortable,These were uncomfortable for me because they were not wide enough. Super bummed cause they’re so cute. I wish SM had more wide heel options. I also tried to return these in store and was told I could not because there was 4 pairs of shoes in the order so that made the return harder and inconvenient (the,304.0,Woman's
2418,Womens-heels,Carrson,23/05/2023,1 star rating,True to size,Not specified,Verified Buyer,So cute but very uncomfortable,I wore these for 5 mins around my house and my feet were already hurting. One of the most uncomfortable heels I’ve ever tried. Sadly had to return.,147.0,Woman's
2419,Womens-heels,Carrson,10/05/2023,5 star rating,True to size,Not specified,Verified Buyer,Wife loves them,Wife loves them,15.0,Woman's
2420,Womens-heels,Carrson,20/04/2023,4 star rating,Too Small,Not specified,Verified Buyer,Beautiful shoe,"I'm a true 9, I get 9.5 in pointy toes just for comfort, but had to return these for a 10 so I'd suggest going up a full size. I'm not sure why I'm seeing mostly ""runs large"" but ain't no way. Other than that they seem very comfortable and sexy. I haven't worn them yet.",270.0,Woman's
2421,Womens-heels,Carrson,19/04/2023,5 star rating,Small,Not specified,Verified Buyer,Great shoes. Super comfortable. I’m,Great shoes. Super comfortable. I’m a size 7 but bought size 7.5 for better comfort.,84.0,Woman's
2422,Womens-heels,Carrson,19/04/2023,5 star rating,True to size,Not specified,Verified Buyer,Great purchase,"I ordered these for my friend's birthday and she absolutely adores them. Good fit, true to size and a comfortable heel to wear everyday to work.",144.0,Woman's
2423,Womens-heels,Carrson,11/03/2023,5 star rating,True to size,Not specified,Verified Buyer,Awesome fit! Cute and comfy.,Awesome fit! Cute and comfy.,28.0,Woman's
2424,Womens-heels,Carrson,24/01/2023,5 star rating,True to size,Not specified,Verified Buyer,Cute shoe,Low this. Got a black pair also. The heel provides comfort. It’s cute!,70.0,Woman's
2425,Womens-heels,Carrson,13/01/2023,2 star rating,Not specified,Not specified,Verified Buyer,The color,"Ew, didn’t even try them on returning them they are more an aged tan color in person.",85.0,Woman's
2426,Womens-heels,Carrson,12/01/2023,4 star rating,Small,Not specified,Verified Buyer,Runs Small,Narrow & run small. Size up by 1/2 size,39.0,Woman's
2427,Womens-heels,Carrson,24/12/2022,5 star rating,Not specified,Not specified,Verified Buyer,High fashion and sexy,High fashion and sexy,21.0,Woman's
2428,Womens-heels,Carrson,04/11/2022,1 star rating,Too Small,Not specified,Verified Buyer,Did not fit,We’re not comfortable at all did not fit well,45.0,Woman's
2429,Womens-heels,Carrson,19/10/2022,1 star rating,True to size,Not specified,Verified Buyer,Very Uncomfortable,Couldn't last an hour in these very uncomfortable shoes.,56.0,Woman's
2430,Womens-heels,Carrson,14/10/2022,5 star rating,True to size,Not specified,Verified Buyer,I love this shoe!,I just purchased my second pair of these shoes! They just look classy and help polish any outfit! I always get compliments when I wear these shoes out!,151.0,Woman's
2431,Womens-heels,Carrson,12/09/2022,5 star rating,True to size,Not specified,Verified Buyer,Great Black Heel,Love this black heel! Fits TTS and is a classic.,48.0,Woman's
2432,Womens-heels,Carrson,26/08/2022,5 star rating,Not specified,Not specified,Verified Buyer,"Perfect, size fit and comfortable!","Perfect, size fit and comfortable! I have a hard time finding my size, so am very happy.",88.0,Woman's
2433,Womens-heels,Carrson,23/08/2022,1 star rating,Too Small,Not specified,Verified Buyer,Too narrow and wrong color,I have narrow feet and I couldn't even get my foot in the shoe. Wish I would've better read the reviews. Color is completely off from the picture. Like others stated it's more gray than blush. Instantly returned,211.0,Woman's
2434,Womens-heels,Carrson,22/08/2022,3 star rating,True to size,Not specified,Verified Buyer,These are beautiful …and super uncomfortable,"I’d heard a lot that these were the most comfortable and stylish heel, but it was not true for me. I’ve got a small foot, athletic but petite build and it hurt to stand after just a minute wearing them. The ankle wrap dug in as well. Bummer because they’re gorgeous",265.0,Woman's
2435,Womens-heels,Carrson,07/07/2022,2 star rating,Not specified,Not specified,Verified Buyer,Color is off,"The color is off more of a cool-gray taupe rather than a blush/ nude. Disappointing, returned. Love this style, not this color.",127.0,Woman's
2436,Womens-heels,Carrson,29/06/2022,4 star rating,True to size,Not specified,Verified Buyer,Cute shoes but..,"The color is definitely off, i don’t mind it too much but it’s almost like a dirty tan color instead of the bright cream tan in the picture.",140.0,Woman's
2437,Womens-heels,Carrson,17/06/2022,4 star rating,True to size,Not specified,Verified Buyer,Nice simple LEATHER shoe,"I like the simplicity of it and that it's leather, which leather shoes are getting harder to find. 
Could use more cushioning in the area for the ball of the foot.",163.0,Woman's
2438,Womens-heels,Carrson,06/06/2022,4 star rating,True to size,Not specified,Verified Buyer,Tall and Tired but sexy,I absolutely fine these heel very nice… they are pretty tall and will make your feet hurt but other than that they look amazing and the quality is beautiful.❤️,159.0,Woman's
2439,Womens-heels,Carrson,29/04/2022,5 star rating,True to size,Not specified,Verified Buyer,LOVE these shoes!,This is my 4th pair of the Carson heel ... I have them in black and the silver black and this is y second time buying the nude. So comfortable and they last so long. Totally worth every penny :),194.0,Woman's
2440,Womens-heels,Carrson,26/04/2022,5 star rating,True to size,Not specified,Verified Buyer,I like them,I like them,11.0,Woman's
2441,Womens-heels,Carrson,15/04/2022,5 star rating,True to size,Not specified,Verified Buyer,Nice shoe,Purchased a size 10. I have wide feet & used a shoe stretcher to widen the strap of the foot sole area …worked perfectly & the shoe is a comfortable fit.,153.0,Woman's
2442,Womens-heels,Carrson,06/04/2022,5 star rating,Small,Not specified,Verified Buyer,"After reading the reviews, I","After reading the reviews, I decided to go a half size up and it was the best advice I read :-) shoes fit perfect! I usually wear an 8 with heels but went up to an 8.5 instead. They're comfortable and those heels are high 😉",223.0,Woman's
2443,Womens-heels,Carrson,05/04/2022,3 star rating,Too Small,Not specified,Verified Buyer,I wasn’t crazy over the,I wasn’t crazy over the color . They do run small. I,52.0,Woman's
2444,Womens-heels,Carrson,28/03/2022,5 star rating,True to size,Not specified,Verified Buyer,Perfect fit!,I purchased these in my normal size 6.5 even after reading reviews that they run small BUT that’s not true for me and I don’t have narrow or wide feet I would say they are normal size and they fit perfect. I love the strap can be pulled around so the buckle is in the position to where it’s easiest to,301.0,Woman's
2445,Womens-heels,Carrson,23/03/2022,4 star rating,True to size,Not specified,Verified Buyer,Great stylish shoe!,Great stylish shoe!,19.0,Woman's
2446,Womens-heels,Carrson,17/02/2022,5 star rating,True to size,Not specified,Verified Buyer,Shoes,It's a good shoes,17.0,Woman's
2447,Womens-heels,Carrson,15/02/2022,5 star rating,True to size,Not specified,Verified Buyer,These shoes were just right,"These shoes were just right for our Spring Dance, called Swing, where the girls ask the boys.",93.0,Woman's
2448,Womens-heels,Carrson,14/02/2022,3 star rating,True to size,Not specified,Verified Buyer,I’m a huge Steve Madden,"I’m a huge Steve Madden fan! Love all of the products, however the color on these is super misleading. It’s a very dark nude and not at all what I was expecting. 
Aside from that, the quality was beautiful as usual.",215.0,Woman's
2449,Womens-heels,Carrson,08/02/2022,3 star rating,Not specified,Not specified,Verified Buyer,Color not as pictured,Pictured as nude and in person a much darker beige. Like style and fit just not color I was hoping,98.0,Woman's
2450,Womens-heels,Carrson,25/01/2022,5 star rating,True to size,Not specified,Verified Buyer,I always buy this heel!,"This is the third time I buy this heel! 

It is so comfortable and honestly goes with everything. I mainly use it for work but when need be it is the perfect heel for a night out or for brunch with the girls. Honestly, I can not find another shoe like it, FOREVER A CUSTOMER.",275.0,Woman's
2451,Womens-heels,Carrson,03/01/2022,5 star rating,Big,Not specified,Verified Buyer,love,love,4.0,Woman's
2452,Womens-heels,Carrson,01/01/2022,5 star rating,Small,Not specified,Verified Buyer,Amazing!,Amazing!,8.0,Woman's
2453,Womens-heels,Carrson,27/12/2021,5 star rating,Small,Not specified,Verified Buyer,Love these shoes!,"These heels exceeded my expectations. I'm used to wearing heels, so my opinion on how comfortable they are may be a little biased, but these were great. I love how sleek the leather looks, and the straps didn't give me blisters or cut my feet at all. Highly recommend, and they match everything!
One note,",305.0,Woman's
2454,Womens-heels,Carrson,20/12/2021,5 star rating,True to size,Not specified,Verified Buyer,Perfect fit abs super cute,"These shoes are so comfortable, fit perfectly and match with almost everything.",79.0,Woman's
2455,Womens-heels,Carrson,18/12/2021,5 star rating,True to size,Not specified,Verified Buyer,Great fit!,Love them...fit is true to size...,34.0,Woman's
2456,Womens-heels,Carrson,16/12/2021,5 star rating,True to size,Not specified,Verified Buyer,Comfy,This is a great shoe very comfortable you can wear them to work then to dinner. If you purchase them you won't be disappointed.,127.0,Woman's
2457,Womens-heels,Carrson,16/12/2021,1 star rating,Big,Not specified,Verified Buyer,Color was completely different than,"Color was completely different than online. It's way more grey, bought the shoe for a wedding and can't wear it. Disappointed.",126.0,Woman's
2458,Womens-heels,Carrson,14/12/2021,5 star rating,True to size,Not specified,Verified Buyer,Classic,Absolutely awesome. Comfortable and sturdy. Walked over cobblestone streets with not even a single wobble!,106.0,Woman's
2459,Womens-heels,Carrson,10/12/2021,5 star rating,Not specified,Not specified,Verified Buyer,Great shoes!,These shoes are classy and comfortable .,40.0,Woman's
2460,Womens-heels,Carrson,13/11/2021,5 star rating,Not specified,Not specified,Verified Buyer,Very comfortable,Perfect heel for the night. Sexy and comfortable.,49.0,Woman's
2461,Womens-heels,Carrson,10/11/2021,1 star rating,Not specified,Not specified,Verified Buyer,Uncomfortable,These are uncomfortable and horrible.,37.0,Woman's
2462,Womens-heels,Carrson,10/11/2021,5 star rating,Not specified,Not specified,Verified Buyer,Comfort that withstands a lengthy wedding,These are great. Look really cute and fit amazingly. I wore these two nights out in a row. The second night was a daytime wedding plus reception that went into the wee morning hours and I never had to put my flats on. They did start to get a bit sore after the first night in spots on my toes and heel,301.0,Woman's
2463,Womens-heels,Carrson,09/11/2021,5 star rating,Not specified,Not specified,Verified Buyer,Super comfortably,Super comfortably,17.0,Woman's
2464,Womens-heels,Carrson,04/11/2021,5 star rating,Not specified,Not specified,Verified Buyer,The Bomb,These are very versatile and very comfortable. I love them.,59.0,Woman's
2465,Womens-heels,Carrson,27/10/2021,3 star rating,Not specified,Not specified,Verified Buyer,Cute but hurt,"They are exactly the color and height I wanted. 
The strap across the toe hurts the pinky toe though. Hopefully that goes away as I continue to break them in",157.0,Woman's
2466,Womens-heels,Carrson,26/10/2021,5 star rating,Not specified,Not specified,Verified Buyer,Perfect heel,Love everything about these heels,33.0,Woman's
2467,Womens-heels,Carrson,26/10/2021,5 star rating,Not specified,Not specified,Verified Buyer,Best heels I’ve ever had,The block heel makes these heels comfortable enough to wear all day long and not be in pain. My heels shipped in two days!,122.0,Woman's
2468,Womens-heels,Carrson,24/10/2021,5 star rating,Not specified,Not specified,Verified Buyer,Everything I Expected!,My Carrson Blush Leather shoe fits perfectly. The high quality leather provides amazing give and unlike similar styles the strap on this shoe is easy to attach. I can’t wait to get Carrson in black!,198.0,Woman's
2469,Womens-heels,Carrson,19/10/2021,5 star rating,Not specified,Not specified,Verified Buyer,Comfortable and exactly what I,Comfortable and exactly what I wanted,37.0,Woman's
2470,Womens-heels,Carrson,17/10/2021,5 star rating,Not specified,Not specified,Verified Buyer,Gorgeous,Gorgeous shoes! Go buy then! The material is so unique and they are very beautiful,82.0,Woman's
2471,Womens-heels,Carrson,11/10/2021,3 star rating,Not specified,Not specified,Verified Buyer,It’s not a blush color,It’s not a blush color but still comfortable,44.0,Woman's
2472,Womens-heels,Carrson,06/10/2021,5 star rating,Not specified,Not specified,Verified Buyer,"Great fit, true to size","Great fit, true to size",23.0,Woman's
