review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category,bert_sentiment,bert_score,mismatch,detected_aspects,topic,topic_prob
3913,Womens-heels,Rosalea,03/05/2024,5.0,Big,Not specified,Verified Buyer,Stylish sandal a little snug,Stylish sandal a little snug across the top part of shoe.,57.0,Woman's,4.0,0.5181072950363159,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe']",8,1.0
3914,Womens-heels,Rosalea,21/04/2024,5.0,True to size,Not specified,Verified Buyer,Super cute and stylish. Still,Super cute and stylish. Still have to break them in but super cute.,67.0,Woman's,4.0,0.5735190510749817,True,['style_and_appearance'],-1,0.0
3915,Womens-heels,Rosalea,17/04/2024,5.0,Big,Not specified,Verified Buyer,Cute shoe,"These shoes are absolutely beautiful. They are comfortable and oh so stylish. I do wish that I had gone down a half size because the back strap is not snug. Other than that, as cute as can be.",192.0,Woman's,4.0,0.5444539189338684,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'specific_parts', 'meta_terms']",-1,0.0
3916,Womens-heels,Rosalea,15/04/2024,3.0,True to size,Not specified,Verified Buyer,Feel uncomfortable,True size but some reason I couldn’t feel comfortable to walk that why whole party I walk without my sandals..🙁,111.0,Woman's,3.0,0.47261109948158264,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'wearability', 'meta_terms']",3,1.0
3917,Womens-heels,Rosalea,10/04/2024,5.0,True to size,Not specified,Verified Buyer,Low and Sassy!,"Very comfortable cute red shoe. Nice red pop, to accent any outfit!",67.0,Woman's,5.0,0.5887532234191895,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",-1,0.0
3918,Womens-heels,Rosalea,26/03/2024,3.0,True to size,Not specified,Verified Buyer,Real Pretty,"Everything about this shoe is beautiful except it is super super stiff and I’m going to have to use a shoehorn to widen the toe strap and soften it up a bit when I put it on it’s just not comfortable to wear out of the box but I think once my foot gets used to it, and I get the toe straps stretched.",300.0,Woman's,4.0,0.5290504693984985,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
3919,Womens-heels,Rosalea,25/03/2024,5.0,True to size,Not specified,Verified Buyer,Very cute small heel for,Very cute small heel for any occasion,37.0,Woman's,5.0,0.45768028497695923,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe']",7,1.0
3920,Womens-heels,Rosalea,23/03/2024,4.0,Small,Not specified,Verified Buyer,Beautiful style but…,The shoe is so pretty but the strap across the toes is extremely narrow. I bought the white and the black. The white was even tighter than the black. I used my shoe stretcher but since they are not leather they didn’t open up too much to make them comfortable. I’ll suffer through but won’t be able to,301.0,Woman's,2.0,0.49688220024108887,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'specific_parts', 'meta_terms']",4,0.2664113574287802
3921,Womens-heels,Rosalea,13/03/2024,5.0,True to size,Not specified,Verified Buyer,Elegant,"Beautiful pair, please purchase, fits perfectly and very comfortable. I’ll definitely be keeping this one.",106.0,Woman's,5.0,0.9037114977836609,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",-1,0.0
3922,Womens-heels,Rosalea,04/03/2024,5.0,True to size,Not specified,Verified Buyer,Nice in person!,Exactly what I expected.,24.0,Woman's,5.0,0.8061932921409607,False,[],94,1.0
3923,Womens-heels,Rosalea,27/02/2024,5.0,Small,Not specified,Verified Buyer,Amazing shoes!,Love these sandals. I found them to run a bit small so I had to exchange them for the next half size up.,104.0,Woman's,4.0,0.5031877756118774,True,"['size_and_fit', 'type_of_shoe', 'purchase_experience']",3,1.0
3924,Womens-heels,Gloss,23/01/2025,5.0,Too Big,Not specified,Verified Buyer,The Gloss be Glossin’,"This gift was highly received with the compliments of color first because it looks like Carmel candy, the comfort of the shoe was rated 10, and the durability seems to be top tier. The strap gives comfort and fit even if ankles are smaller, the height is on point and the open toe is a very nice touch.",302.0,Woman's,5.0,0.6904350519180298,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'specific_parts']",-1,0.0
3925,Womens-heels,Gloss,17/12/2024,5.0,Too Big,Not specified,Verified Buyer,Sexy and comfortable. Beautiful color,Sexy and comfortable. Beautiful color more so in person!,56.0,Woman's,5.0,0.8431724309921265,False,"['comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
3926,Womens-heels,Gloss,11/12/2024,5.0,True to size,Not specified,Verified Buyer,Sexy,Beautiful shoe. True to size and sexy,37.0,Woman's,5.0,0.8566514849662781,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe']",15,0.9549009438714186
3927,Womens-heels,Gloss,11/12/2024,5.0,True to size,Not specified,Verified Buyer,Sexy,They are really sexy. True to size,34.0,Woman's,5.0,0.6988738775253296,False,"['size_and_fit', 'style_and_appearance']",-1,0.0
3928,Womens-heels,Fringzy,11/02/2025,5.0,True to size,Not specified,Verified Buyer,Hot Shoes!!!,I love these shoes! Very sexy and comfortable. They have a really cushioned padding under the balls of your feet. I bought a different pair of Steve Maddens recently and they had the same cushioning. Really helps to make these high heels comfortable. I have wide feet and I wear a size 11. You have to,301.0,Woman's,5.0,0.9379178881645203,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
3929,Womens-heels,Fringzy,10/04/2025,5.0,True to size,Not specified,Verified Buyer,Love them,They look exactly like the picture and they are a wearable shoe.,64.0,Woman's,1.0,0.43126723170280457,True,"['style_and_appearance', 'type_of_shoe', 'wearability', 'meta_terms']",104,1.0
3930,Womens-heels,Fringzy,18/04/2025,5.0,True to size,Not specified,Verified Buyer,Classy and beautiful,I love the shoe many many compliments!,38.0,Woman's,5.0,0.8544760346412659,False,"['type_of_shoe', 'purchase_experience']",65,0.8276488591719118
3931,Womens-heels,Fringzy,05/04/2025,5.0,True to size,Not specified,Verified Buyer,Frinzy Black Leather,Love the material. Fits perfect!,32.0,Woman's,5.0,0.8750191926956177,False,"['size_and_fit', 'quality_and_material', 'purchase_experience']",73,0.9747368101121675
3932,Womens-heels,Fringzy,19/02/2025,5.0,True to size,Not specified,Verified Buyer,Love love love.,These are so good on. Leather upper. Fit perfectly to size Very attractive shoe and comfortable to walk in. Can’t wait for summer,129.0,Woman's,5.0,0.7983981370925903,False,"['size_and_fit', 'comfort', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",56,0.46893487115168636
3933,Womens-heels,Fringzy,19/12/2024,1.0,Too Big,Not specified,Unverified,cute shoes,They run extremely big. Normally a size 6 but i think a 5 would fit just right,78.0,Woman's,3.0,0.43484094738960266,True,"['size_and_fit', 'meta_terms']",1,1.0
3934,Womens-heels,Thrive-s,14/01/2025,5.0,Too Small,Not specified,Verified Buyer,Great Fit Great Look!,Great Fit Great Look!,21.0,Woman's,5.0,0.7789058685302734,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",60,1.0
3935,Womens-heels,Thrive-s,15/12/2024,5.0,Too Big,Not specified,Verified Buyer,I wore them to a,I wore them to a banquet and I received many compliments on them. They are also very comfortable to walk in.,108.0,Woman's,5.0,0.7109566926956177,False,"['comfort', 'wearability', 'meta_terms']",-1,0.0
3939,Womens-heels,Valora,08/04/2024,4.0,Big,Not specified,Verified Buyer,Cute Summer Sandal,Really cute white sandal. Since it’s whole sizes I recommend ordering a size down as the size up was way too big. The straps are not very structured but for an event the shoes should work fine. I don’t plan to walk a lot or dance the night away in them.,253.0,Woman's,4.0,0.7491307854652405,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts', 'meta_terms']",8,1.0
3940,Womens-heels,Thrive-l,06/02/2025,5.0,True to size,Not specified,Verified Buyer,SO THANKFUL for size 14 shoe,"I love that the shoe are suede, makes them look expensive. I really hope Steve Madden makes more shoes in size 13 and size. More of the trendy and cute styles of shoe. Definitely gate for these chefs 💋",201.0,Woman's,5.0,0.5187313556671143,False,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'price_and_value']",2,1.0
3941,Womens-heels,Thrive-l,24/11/2024,5.0,True to size,Not specified,Verified Buyer,Fierce Pumps,These pumps are so stylish and comfortable. I am happy they came in my size; 13.,80.0,Woman's,5.0,0.7866150736808777,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
3942,Womens-heels,Thrive-l,29/11/2024,4.0,Big,Not specified,Verified Reviewer,Had go down a whole size,Taking one star off because of the sizing and comfort. It’s a beautiful shoe when you have it in the right size. I’m normally a 7. 5 but had to go down to a 6. 5 in this one. Also they are not the most comfortable but what heel in this height is?,246.0,Woman's,1.0,0.7271137833595276,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",61,0.2227953995486153
3943,Womens-heels,Thrive-l,06/12/2024,5.0,True to size,Not specified,Verified Buyer,Love,These are so adorable. I get so many compliments.,49.0,Woman's,5.0,0.9362022280693054,False,['meta_terms'],-1,0.0
3944,Womens-heels,Thrive-l,25/10/2024,5.0,True to size,Not specified,Verified Buyer,Fire!,The shoe is exactly what I expected! Vert true to size. Love the pumps!,71.0,Woman's,5.0,0.8905877470970154,False,"['size_and_fit', 'type_of_shoe', 'purchase_experience']",15,1.0
3945,Womens-heels,Thrive-l,10/10/2024,4.0,True to size,Not specified,Verified Buyer,Leopard 🐆,"I bought these in an 8 1/2 and I should’ve bought a nine so I am returning and sizing up. They are beautiful, very sexy and I’m sure we’ll go with most things.",159.0,Woman's,4.0,0.4006504714488983,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",1,1.0
3946,Womens-heels,Thrive-l,29/10/2024,5.0,True to size,Not specified,Verified Buyer,Love the shoe! Got so,Love the shoe! Got so many compliments,38.0,Woman's,5.0,0.8589258193969727,False,"['type_of_shoe', 'purchase_experience']",65,0.7527072438452785
3947,Womens-heels,Thrive-l,11/10/2024,5.0,True to size,Not specified,Verified Buyer,Love these,"These shoes are gorgeous and suprisingly easy to manage, even with the high heel!",81.0,Woman's,5.0,0.9291828274726868,False,"['style_and_appearance', 'type_of_shoe']",7,1.0
3948,Womens-heels,Thrive-l,06/10/2024,5.0,True to size,Not specified,Verified Buyer,TRULY THRIVEN,"Absolutely beautiful, true to size and can't wait to wear 😍 Thank you SM!",73.0,Woman's,5.0,0.9687914252281189,False,"['size_and_fit', 'style_and_appearance', 'wearability']",-1,0.0
3949,Womens-heels,Thrive-l,29/09/2024,5.0,True to size,Not specified,Verified Buyer,Love them and they are,Love them and they are so comfortable!,38.0,Woman's,5.0,0.8831121325492859,False,"['comfort', 'purchase_experience', 'meta_terms']",24,1.0
3951,Womens-heels,Thrive-l,10/08/2024,5.0,True to size,Not specified,Verified Buyer,Goes with so many colors!!!,"I wore these with a red dress. Stunning!! But now I realize they go with so many other solid colors, too. Great purchase!!!",123.0,Woman's,5.0,0.7943467497825623,False,"['style_and_appearance', 'purchase_experience', 'wearability']",-1,0.0
3952,Womens-heels,Thrive-l,08/08/2024,5.0,Small,Not specified,Verified Buyer,These are great I ordered,These are great I ordered a half size up.,41.0,Woman's,5.0,0.8722097277641296,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",36,1.0
3953,Womens-heels,Thrive-l,30/07/2024,2.0,True to size,Not specified,Unverified,Beautiful but Uncomfortable,"Received my order fairly quickly, the heel is beautiful! However, very high, steep and uncomfortable to walk in, will be returning.",131.0,Woman's,3.0,0.4913937449455261,True,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",7,0.8604209002688379
3954,Womens-heels,Exotica,11/03/2025,5.0,True to size,Not specified,Verified Buyer,"Shoes are perfect, fit perfectly","Shoes are perfect, fit perfectly",32.0,Woman's,5.0,0.9086860418319702,False,"['size_and_fit', 'type_of_shoe', 'purchase_experience']",-1,0.0
3955,Womens-heels,Exotica,21/02/2025,5.0,True to size,Not specified,Verified Buyer,I love the shoe,The material of this shoe is different from the others so it’s a little painful. It’s true to size and beautiful.,113.0,Woman's,3.0,0.46630552411079407,True,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'meta_terms']",-1,0.0
3956,Womens-heels,Exotica,05/03/2025,5.0,Small,Not specified,Verified Buyer,"Don’t rationalize, get them!!","Sized up 1 size and they’re perf! Actually really comfortable given the toe strap isn’t so tight and the heel of your foot is out. If you’re avid heel wearer, these will be cake for you. I can’t wait to wear to dinner Saturday night! The silver is EVERYTHING",258.0,Woman's,5.0,0.6929997801780701,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
3957,Womens-heels,Exotica,21/01/2025,5.0,True to size,Not specified,Verified Buyer,Loved!,"I wore these for a wedding and received a lot of compliments on them. They feel true to size. They can hurt after some time, but if you put the right cusion on the bottom of them, you’ll be fine if you a heel wearing girly. Purchasing more colors!",247.0,Woman's,4.0,0.5787178874015808,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'meta_terms']",7,1.0
3958,Womens-heels,Exotica,27/01/2025,1.0,Too Big,Not specified,Verified Buyer,Love them,Very cute shoes but it’s to wide,32.0,Woman's,3.0,0.42438745498657227,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe']",4,0.5080100407160747
3959,Womens-heels,Exotica,06/11/2024,2.0,True to size,Not specified,Verified Buyer,Very painful but cute shoes,"The strap across the toes hurt me immediately, and I do not have thick toes. I couldn't try them on for even a minute. I returned them. Very cute though. Please make more yellow shoes.",184.0,Woman's,2.0,0.5658305287361145,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts']",6,1.0
3960,Womens-heels,Exotica,24/09/2024,5.0,True to size,Not specified,Verified Buyer,So comfortable!,Surprisingly comfortable! My favorite new heels! Everyone complimented them all night.,86.0,Woman's,5.0,0.9488840103149414,False,"['comfort', 'type_of_shoe', 'meta_terms']",19,0.4026212851889277
3961,Womens-heels,Exotica,24/10/2024,5.0,True to size,Not specified,Unverified,😍 PERFECT!,My man got me these and baby! They are very sexy and comfortable. Man compliments through the night.,100.0,Woman's,5.0,0.8455018997192383,False,"['comfort', 'style_and_appearance', 'meta_terms']",24,0.48363839068396736
3962,Womens-heels,Exotica,29/07/2024,5.0,True to size,Not specified,Verified Buyer,My Favorite Pair,These heels are an absolute must to style up your favorite outfit! They look even better in person and the rhinestones just pop! A must for your closet!,152.0,Woman's,5.0,0.9722833633422852,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",19,0.36197631260751817
3963,Womens-heels,Exotica,29/07/2024,5.0,True to size,Not specified,Verified Buyer,Gorgeous Green,These heels give the perfect pop of color to your outfits and are very comfy on your feet. Love the wrap around it gets on your leg!,132.0,Woman's,5.0,0.9149940609931946,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",19,0.22387882184231112
3964,Womens-heels,Exotica,26/09/2024,5.0,Not specified,Not specified,Verified Buyer,"Love this shoe , delivery","Love this shoe , delivery took a very long time , I didn’t like that but shoe is everything",91.0,Woman's,5.0,0.7002586126327515,False,"['type_of_shoe', 'purchase_experience', 'wearability', 'delivery', 'meta_terms']",-1,0.0
3965,Womens-heels,Exotica,20/09/2024,5.0,True to size,Not specified,Verified Buyer,"love love these shoes, bought","love love these shoes, bought them for my birthday and I cant wait to show them off.",84.0,Woman's,5.0,0.9243893623352051,False,"['type_of_shoe', 'purchase_experience', 'wearability']",47,0.5048625182617464
3966,Womens-heels,Exotica,23/08/2024,5.0,True to size,Not specified,Verified Buyer,😍 love these heels,"These heels are one of the most comfortable heels I have ever worn, to think I was a bit scared because there was no strap and it isn’t what I am used to but mehn it paid off.",175.0,Woman's,5.0,0.6266926527023315,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'specific_parts', 'meta_terms']",108,1.0
3968,Womens-heels,Exotica,14/07/2024,3.0,Big,Not specified,Verified Buyer,Cute design not for big legs,"The leg strap is weird, it doesn’t sit right on your leg, especially if you have an average size leg or larger, this shoe is so cute but for someone with small ankles and legs for the strap to look best.",203.0,Woman's,3.0,0.46114781498908997,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'specific_parts', 'meta_terms']",-1,0.0
3970,Womens-heels,Exotica,21/08/2024,5.0,Small,Not specified,Verified Buyer,Exotica bronze,So beautiful and comfortable except my big toe slightly hurting.,64.0,Woman's,4.0,0.7081119418144226,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'specific_parts', 'meta_terms']",-1,0.0
3972,Womens-heels,Exotica,01/07/2024,4.0,True to size,Not specified,Verified Buyer,Beautiful Shoe!!!,Such a beautiful shoe! Always get compliments when I wear this shoe but definitely more of a sitting shoe (iykyk). I do have flat feet so if you don't it may be more comfortable for you.,186.0,Woman's,5.0,0.7156134843826294,True,"['comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'meta_terms']",35,0.9894841107292164
3973,Womens-heels,Exotica,21/07/2024,3.0,True to size,Not specified,Verified Buyer,"Love the color and quality,","Love the color and quality, however they run a little smaller than usual.",73.0,Woman's,4.0,0.6082642674446106,True,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'purchase_experience']",32,0.7553733863421194
3974,Womens-heels,Exotica,10/07/2024,3.0,Big,Not specified,Unverified,Cute but impractical,"It was veeeery cute but the middle strap was way too loose and made it impossible to walk. My foot kept falling out when I lifted it, so I had to return :( It also didnt feel very comfortable",191.0,Woman's,2.0,0.582382321357727,True,"['comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'specific_parts', 'meta_terms']",49,0.8236774647475039
3975,Womens-heels,Exotica,29/06/2024,5.0,Too Big,Not specified,Verified Buyer,It’s a comfortable beautiful piece,It’s a comfortable beautiful piece surprisingly. I just gave it a shot and I’m so loving it!,92.0,Woman's,5.0,0.6702220439910889,False,"['comfort', 'style_and_appearance', 'meta_terms']",92,0.9930718474947356
3976,Womens-heels,Exotica,25/06/2024,3.0,True to size,Not specified,Verified Buyer,Beautiful but uncomfortable,The most beautiful ankle wrap sandals good quality but they are hard to walk with,81.0,Woman's,4.0,0.5650461316108704,True,"['style_and_appearance', 'quality_and_material', 'type_of_shoe', 'wearability', 'specific_parts']",3,1.0
3977,Womens-heels,Exotica,01/07/2024,5.0,Small,Not specified,Verified Buyer,Love it,Love this! The only thing is that need a size up because they are small,71.0,Woman's,5.0,0.5854865908622742,False,"['size_and_fit', 'purchase_experience']",-1,0.0
3978,Womens-heels,Exotica,07/07/2024,5.0,True to size,Not specified,Verified Buyer,Great heels,Comfortable and size fit true,29.0,Woman's,5.0,0.63899165391922,False,"['size_and_fit', 'comfort', 'meta_terms']",13,0.9140104110995879
3979,Womens-heels,Exotica,01/03/2024,5.0,True to size,Not specified,Verified Buyer,Absolutely foot stopper,"I received so many compliments from these shoes, they are stylish, comfortable & super sexy. looks just like picture. PS size up please",135.0,Woman's,5.0,0.8343607783317566,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",15,1.0
3980,Womens-heels,Exotica,04/02/2024,5.0,True to size,Not specified,Verified Buyer,Loveeeee this heel! I’m not,Loveeeee this heel! I’m not typically a high heel girl or a glam girl but my mind has changed. No more Chunky heels! These are a safe and comfy walk,148.0,Woman's,5.0,0.7910167574882507,False,"['comfort', 'type_of_shoe', 'purchase_experience', 'wearability']",7,1.0
3982,Womens-heels,Exotica,15/05/2024,5.0,Small,Not specified,Verified Buyer,Most beautiful heels ever,"I love the quality and looks of this heels. Right amount of bling and look amazing on my feet. Size up at least 1/2 size. 
Keep in mind they are not the most comfortable heels.",176.0,Woman's,4.0,0.507381796836853,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
3983,Womens-heels,Exotica,15/05/2024,3.0,Small,Not specified,Verified Buyer,The shoe was to small,The shoe was to small in the heel area,38.0,Woman's,2.0,0.4175114035606384,True,"['size_and_fit', 'type_of_shoe']",-1,0.0
3984,Womens-heels,Exotica,10/05/2024,5.0,True to size,Not specified,Verified Buyer,Love em,I need every color . They are definitely nice heels . Great for the wedding im in July.,87.0,Woman's,5.0,0.6980886459350586,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience']",19,0.31843988892524444
3985,Womens-heels,Exotica,24/04/2024,5.0,True to size,Not specified,Verified Buyer,Great looking sandal. Received many,Great looking sandal. Received many compliments on this shoe. Goes well for formal and informal events. You can wear it during the day as well as at night. Very versatile. Goes with everything!! Great looking sandal. Love it!!!!,228.0,Woman's,5.0,0.8898088335990906,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",8,0.7024012765396033
3986,Womens-heels,Exotica,17/04/2024,5.0,True to size,Not specified,Verified Buyer,Cute,"Sexy pair of heels 
Fit true to size",36.0,Woman's,5.0,0.7002089619636536,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe']",-1,0.0
3987,Womens-heels,Exotica,05/04/2024,5.0,True to size,Not specified,Verified Buyer,BEST BUY EVER!,This shoe looks AMAZING on! It’s great quality & didn’t hurt my feet at all! I LOVE THIS SHOE!,94.0,Woman's,5.0,0.9571037888526917,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience']",35,0.9917358442919662
3988,Womens-heels,Exotica,03/04/2024,1.0,True to size,Not specified,Verified Buyer,So uncomfortable,"Seriously, the most uncomfortable high heel I’ve ever put in my feet. Couldn’t stand waking in them minutes into wearing them.",126.0,Woman's,1.0,0.7533076405525208,False,"['comfort', 'type_of_shoe', 'wearability', 'meta_terms']",-1,0.0
3989,Womens-heels,Exotica,06/03/2024,5.0,Not specified,Not specified,Verified Buyer,Perfect red color,I love the sparkle and deep red color of these beautiful stilettos,66.0,Woman's,5.0,0.8562098145484924,False,"['style_and_appearance', 'purchase_experience']",-1,0.0
3990,Womens-heels,Exotica,08/02/2024,2.0,Too Small,Not specified,Verified Buyer,Too small,This shoe is not true to size and narrow,40.0,Woman's,2.0,0.45401686429977417,False,"['size_and_fit', 'type_of_shoe']",4,0.2585005057080687
3991,Womens-heels,Exotica,02/01/2024,5.0,True to size,Not specified,Verified Buyer,Stunning,Absolutely GORGEOUS! Can’t wait to show them off !,50.0,Woman's,5.0,0.9725577235221863,False,['style_and_appearance'],-1,0.0
3992,Womens-heels,Exotica,02/01/2024,4.0,True to size,Not specified,Verified Buyer,Sexy,Looks good and not too uncomfortable,36.0,Woman's,4.0,0.578262984752655,False,"['comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
3993,Womens-heels,Exotica,17/12/2023,5.0,Not specified,Not specified,Verified Buyer,Exotica Black,It’s a X-Mas present so it has not been opened yet.,51.0,Woman's,3.0,0.31493422389030457,True,[],72,0.7964203561712253
3994,Womens-heels,Exotica,11/08/2023,2.0,Too Small,Not specified,Verified Buyer,Uncomfortable,"They are very uncomfortable and fit also too small size up , they are very pretty though",88.0,Woman's,2.0,0.5152029991149902,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'meta_terms']",16,0.9281493535146306
3995,Womens-heels,Exotica,20/06/2023,4.0,True to size,Not specified,Verified Reviewer,Statement shoe,"They’re beautiful but uncomfortable. The straps dig in when you walk no matter how you adjust them which was surprising. I’ve tried moving them up, down, and wider… I haven’t found a best way yet, but they’re stunning. Might have to be a to and from dinner date shoe or a return if I can’t figure out",300.0,Woman's,3.0,0.428669810295105,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
3996,Womens-heels,Opulent,21/02/2025,3.0,Small,Not specified,Verified Buyer,Very nice sandal,They are pretty. Nicely constructed. I would suggest going up a size. I returned not for me.,92.0,Woman's,3.0,0.520327627658844,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",-1,0.0
3997,Womens-heels,Brecki,05/04/2025,5.0,Too Big,Not specified,Verified Buyer,Very comfy and the quality,"Very comfy and the quality as always good looks just like image, perfect for wedding.",85.0,Woman's,5.0,0.745891809463501,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'purchase_experience']",-1,0.0
3998,Womens-heels,Brecki,04/01/2025,5.0,Not specified,Not specified,Verified Reviewer,Perfect wedding shoes,"Beautiful shoes, color is between white and ivory, so would fit both, but not yellow in any way, and too bright of a white. Leather insole and sock, and upper is a beautiful fabric. Heel is not short and not too tall. Comfortable. I sized up half a size from 6. 5 to 7, based on other reviews, and it",300.0,Woman's,4.0,0.5412428975105286,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'wearability', 'meta_terms']",11,0.4957767713995109
3999,Womens-heels,Brecki,18/02/2025,5.0,True to size,Not specified,Verified Buyer,Soooo cute!,These are soooo adorable especially if you’re in your bridal era! I got my usual size & they fit perfect. The heel is a comfortable size to walk in. Overall 5/5 stars.,167.0,Woman's,5.0,0.8957459330558777,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
4000,Womens-heels,Brecki,07/02/2025,5.0,Small,Not specified,Unverified,So comfy!,"These are honestly one of the most comfortable heels I’ve ever bought. I bought them a half size up based on other reviews, I’d say they’re accurate based on how they fit me. Only thing is that the strap is too wide for my food but I don’t think that will be a problem when wearing them. They’re so cute",303.0,Woman's,5.0,0.7198166251182556,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
4001,Womens-heels,Brecki,26/01/2025,5.0,Too Big,Not specified,Verified Buyer,Super comfortable,"Good quality, beautiful design and really comfortable! Wore them all day and didn’t have sore feet or blisters! I do recommend sizing up though.",144.0,Woman's,4.0,0.6794792413711548,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
4002,Womens-heels,Brecki,12/12/2024,5.0,Small,Not specified,Verified Buyer,Love them!,"I bought these for my wedding next April. I've been wearing them around the house to break them in, but they really don't need to be! They're sooooo comfortable! And they look so elegant!! I'd advise sizing up half a size. I am size 9, but sized up to 9. 5 cos I saw recommendations from other buyers.",301.0,Woman's,5.0,0.6518522500991821,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'meta_terms']",1,0.9540154084931792
4003,Womens-heels,Brecki,04/12/2024,4.0,Small,Not specified,Verified Buyer,Size half up,"I bought these shoes for work (hospitality, food & bev manager) so there's a lot of walking involved. Safe to say these are cushioned well, they do run small and I'm normally a size 7 and had to exchange for a 7. 5. Make sure you buy insoles for the ball of the foot area and also get socks for the toes",303.0,Woman's,4.0,0.5048456788063049,False,"['size_and_fit', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts', 'meta_terms']",1,0.9768185278159855
4004,Womens-heels,Brecki,28/11/2024,5.0,True to size,Not specified,Verified Buyer,Wedding Shoes,I loved how these shoes turned out! They are just as imaged and actually so comfortable! Definitely recommend for any bride look for a classy heel!,147.0,Woman's,5.0,0.8695036768913269,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
4005,Womens-heels,Brecki,26/11/2024,3.0,Too Small,Not specified,Verified Buyer,Runs small,Loved them but they run small! I’m an 8 and I probably should have order an 81/2. But the material and shoes is beautiful,121.0,Woman's,3.0,0.44363123178482056,False,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience']",1,1.0
